Semester,Course,Random ID,Topic,Comments,Section,Sentiments,tsne_x,tsne_y,cluster,wrapped,feedback
F 2023,CH EN 263 ,699000000000.0,Question: Explained concepts effectively,The challenging concepts of this class felt unbalanced to the level of material we were prepared for. Difficult mathematical algorithms were also glazed over sometimes  without sufficient context.,001,negative,-2.226566,-3.0024588,35,The challenging concepts of this class felt<br>unbalanced to the level of material we were<br>prepared for. Difficult mathematical algorithms<br>were also glazed over sometimes  without<br>sufficient context.,F 2023 CH EN 263 :The challenging concepts of this class felt<br>unbalanced to the level of material we were<br>prepared for. Difficult mathematical algorithms<br>were also glazed over sometimes  without<br>sufficient context.
F 2023,CH EN 263 ,395000000000.0,Question: Explained concepts effectively,Put in the effort to get better and take our feedback to improve his teaching style for us,001,positive,0.5818582,-0.07222846,73,Put in the effort to get better and take our<br>feedback to improve his teaching style for us,F 2023 CH EN 263 :Put in the effort to get better and take our<br>feedback to improve his teaching style for us
F 2023,CH EN 263 ,415000000000.0,Question: Explained concepts effectively,This class is the first time a lot of us have done coding. Overall I feel like I have a pretty good grasp  but I still struggle a bit with aspen  ansys  and solidworks because we went over them so fast.,001,positive,-3.361837,-0.8360712,32,This class is the first time a lot of us have done<br>coding. Overall I feel like I have a pretty good<br>grasp  but I still struggle a bit with aspen<br>ansys  and solidworks because we went over them so<br>fast.,F 2023 CH EN 263 :This class is the first time a lot of us have done<br>coding. Overall I feel like I have a pretty good<br>grasp  but I still struggle a bit with aspen<br>ansys  and solidworks because we went over them so<br>fast.
F 2023,CH EN 263 ,56206275883.0,Question: Explained concepts effectively,He taught basics but then would ask us to apply them on a very difficult level which was often hard conceptually.,001,negative,-0.086005084,-1.211516,1,He taught basics but then would ask us to apply<br>them on a very difficult level which was often<br>hard conceptually.,F 2023 CH EN 263 :He taught basics but then would ask us to apply<br>them on a very difficult level which was often<br>hard conceptually.
F 2023,CH EN 263 ,944000000000.0,Question: Explained concepts effectively,He is very eager to teach. However  I and many of my peers felt there was a large disconnect between the skills he was trying to teach and what we were asked to do. Many of the codes we were trying to write utilized math or concepts that were beyond what we had learned yet. Because we didn''t understand what we were trying to code  the coding itself became very difficult. I wasn''t struggling with syntax or coding variables. I was struggling with trying to understand what I goal of the code was.,001,negative,-0.89188415,-2.5973444,12,He is very eager to teach. However  I and many of<br>my peers felt there was a large disconnect between<br>the skills he was trying to teach and what we were<br>asked to do. Many of the codes we were trying to<br>write utilized math or concepts that were beyond<br>what we had learned yet. Because we didn''t<br>understand what we were trying to code  the coding<br>itself became very difficult. I wasn''t struggling<br>with syntax or coding variables. I was struggling<br>with trying to understand what I goal of the code<br>was.,F 2023 CH EN 263 :He is very eager to teach. However  I and many of<br>my peers felt there was a large disconnect between<br>the skills he was trying to teach and what we were<br>asked to do. Many of the codes we were trying to<br>write utilized math or concepts that were beyond<br>what we had learned yet. Because we didn''t<br>understand what we were trying to code  the coding<br>itself became very difficult. I wasn''t struggling<br>with syntax or coding variables. I was struggling<br>with trying to understand what I goal of the code<br>was.
F 2023,CH EN 263 ,652000000000.0,Question: Explained concepts effectively,Sometimes I got really confused and had to just figure it out myself.,001,negative,-1.1352265,5.5945277,1,Sometimes I got really confused and had to just<br>figure it out myself.,F 2023 CH EN 263 :Sometimes I got really confused and had to just<br>figure it out myself.
F 2023,CH EN 263 ,1050000000000.0,Question: Explained concepts effectively,I felt like I had a basic understanding of the skills but I was still confused a lot of the time.,001,negative,-2.2435575,3.7149687,95,I felt like I had a basic understanding of the<br>skills but I was still confused a lot of the time.,F 2023 CH EN 263 :I felt like I had a basic understanding of the<br>skills but I was still confused a lot of the time.
F 2023,CH EN 263 ,57735661043.0,Question: Explained concepts effectively,Dr Guymon liked to teach by demonstration which I thought was a great strategy. I think on some of the models that he used advanced math for I was impressed and it made me want to learn it  but it was difficult for me to understand without more time spend on it and more explanation.,001,positive,4.91032,-5.614923,6,Dr Guymon liked to teach by demonstration which I<br>thought was a great strategy. I think on some of<br>the models that he used advanced math for I was<br>impressed and it made me want to learn it  but it<br>was difficult for me to understand without more<br>time spend on it and more explanation.,F 2023 CH EN 263 :Dr Guymon liked to teach by demonstration which I<br>thought was a great strategy. I think on some of<br>the models that he used advanced math for I was<br>impressed and it made me want to learn it  but it<br>was difficult for me to understand without more<br>time spend on it and more explanation.
F 2023,CH EN 263 ,1070000000000.0,Question: Explained concepts effectively,This class was incredibly challenging because Dr. Guymon was not an effective communicator. The concepts we were learning in class were very challenging  and Dr. Guymon did not demonstrate mastery over the concepts  nor was he able to communicate his understanding to us very well.,001,negative,3.7090645,-5.6503167,64,This class was incredibly challenging because Dr.<br>Guymon was not an effective communicator. The<br>concepts we were learning in class were very<br>challenging  and Dr. Guymon did not demonstrate<br>mastery over the concepts  nor was he able to<br>communicate his understanding to us very well.,F 2023 CH EN 263 :This class was incredibly challenging because Dr.<br>Guymon was not an effective communicator. The<br>concepts we were learning in class were very<br>challenging  and Dr. Guymon did not demonstrate<br>mastery over the concepts  nor was he able to<br>communicate his understanding to us very well.
F 2023,CH EN 263 ,593000000000.0,Question: Explained concepts effectively,Dr. Guymon did a good job at giving us a foundation  but sometimes I was still completely lost when doing the homework.,001,neither,3.2771509,-4.633213,6,Dr. Guymon did a good job at giving us a<br>foundation  but sometimes I was still completely<br>lost when doing the homework.,F 2023 CH EN 263 :Dr. Guymon did a good job at giving us a<br>foundation  but sometimes I was still completely<br>lost when doing the homework.
